,title,rating,date,categorie,comments,sentiment,aspect_opinion
8802,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-07-03,Women’s fashion,Good fabric,Positive,fabric: Good
8803,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-03-28,Women’s fashion,Receiving the correct items according to the order But some fabric,Neutral,items: correct
8804,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-24,Women’s fashion,Very soft fabric Very fast delivery. The service provided by the shipping company is very good.,Positive,delivery: fast; service: good
8805,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-24,Women’s fashion,Very soft fabric Very fast delivery. The service provided by the shipping company is very good.,Positive,delivery: fast; service: good
8806,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8807,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8808,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8809,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
8810,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-18,Women’s fashion,Good product quality Good value Poor delivery speed,Positive,product: Good; value: Good; delivery: Poor
8811,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-18,Women’s fashion,Good product quality Good value Poor delivery speed,Positive,product: Good; value: Good; delivery: Poor
8812,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-18,Women’s fashion,Good product quality Good value Poor delivery speed,Positive,product: Good; value: Good; delivery: Poor
8813,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-18,Women’s fashion,Good product quality Good value Poor delivery speed,Positive,product: Good; value: Good; delivery: Poor
8814,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-10-18,Women’s fashion,Good product quality Good value Poor delivery speed,Positive,product: Good; value: Good; delivery: Poor
8815,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-08,Women’s fashion,Good delivery speed,Positive,speed: Good
8816,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-18,Women’s fashion,Order the color of the mangosteen but get pink color,Neutral,color: pink
8817,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-09-05,Women’s fashion,Fair product quality A little messy,Neutral,product: Fair; quality: messy; product: little
8818,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-07-21,Women’s fashion,"Received the item but received a color that was not ordered Should be all of them, instead of other colors But it's responsible",Positive,product: its
8819,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-08-19,Women’s fashion,Comfortable products,Positive,products: Comfortable
8820,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8821,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8822,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8823,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-06,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8824,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-10,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8825,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-10,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8826,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-10,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8827,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-10,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8828,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-22,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8829,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-09,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
8830,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-22,Women’s fashion,Good product quality,Positive,quality: Good
8831,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-25,Women’s fashion,Good product quality Good value Good delivery speed Providing services from good transport companies,Positive,product: Good; value: Good; delivery: Good
8832,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-12-06,Women’s fashion,Rarely answer chat,Neutral,
8833,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-22,Women’s fashion,The quality of the product is very good. The quality of the product is very good. Very good value,Positive,quality: good; quality: good; value: good
8834,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good. The quality of the product is very good. Very good value,Positive,quality: good; quality: good; value: good
8835,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-08-23,Women’s fashion,"Good product quality, worth more than the price. Thick fabric, work very well.",Positive,product: Good; quality: more; product: worth; product: more; work: Thick
8836,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-27,Women’s fashion,"Products without standard, waist, not stretching or stretching, not the other size",Neutral,Products: not; size: not other
8837,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-11-22,Women’s fashion,The item is not complete.,Neutral,item: not complete
8838,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-06,Women’s fashion,Poor product quality Poor value Not a standard site Good delivery speed,Negative,product: Poor; value: Poor; delivery: Good; speed: Not
8839,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-05,Women’s fashion,The quality of the product is very good. The service provided by the shipping company is very good.,Positive,quality: good; service: good
8840,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-11-26,Women’s fashion,The service provided by the shipping company is very good. The quality of the product is very good.,Positive,service: good; quality: good
8841,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",1,2018-09-28,Women’s fashion,Send the wrong color,Negative,color: wrong
8842,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-14,Women’s fashion,Very fast delivery. Poor product quality,Negative,delivery: fast; product: Poor
8843,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-14,Women’s fashion,Very fast delivery. Poor product quality,Negative,delivery: fast; product: Poor
8844,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",2,2018-09-14,Women’s fashion,Very fast delivery. Poor product quality,Negative,delivery: fast; product: Poor
8845,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-11-25,Women’s fashion,Like a good cloth,Positive,
8846,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2018-12-14,Women’s fashion,"Okay products, but straight away, not products, and chat to find sales people since the received items of the past, not yet read if the color is wrong, not much, this product is not complete.",Negative,products: not complete; color: wrong much; product: not complete
8847,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-12,Women’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
8848,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-15,Women’s fashion,Very good value The service provided by the shipping company is very good.,Positive,value: good; service: good
